neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Midtown,40.75528,-73.98312,Private room,135,4,37,2019-06-16,1.53,3,155
Queens,Woodside,40.74505,-73.89995,Private room,80,2,11,2018-11-04,0.45,1,10
Manhattan,East Village,40.72767,-73.98856,Entire home/apt,99,2,38,2019-05-20,1.51,1,29
Manhattan,Hell's Kitchen,40.7598,-73.99033,Entire home/apt,219,3,12,2019-06-28,1.33,1,59
Manhattan,Inwood,40.86699,-73.92689,Entire home/apt,90,1,17,2019-07-06,1.68,1,64
Brooklyn,Cypress Hills,40.67977,-73.89022,Private room,39,3,30,2019-05-20,1.2,3,344
Brooklyn,Cypress Hills,40.68106,-73.88916,Private room,65,3,23,2019-05-01,0.95,3,321
Brooklyn,East Flatbush,40.65185,-73.93388,Private room,80,2,1,2017-06-25,0.04,2,158
Manhattan,Harlem,40.80063,-73.95389,Private room,52,4,39,2019-06-22,1.65,1,242
Brooklyn,Prospect Heights,40.67488,-73.96692,Entire home/apt,125,1,9,2018-11-04,0.36,1,65
Queens,Bayside,40.76304,-73.76948,Entire home/apt,239,5,10,2019-05-20,0.46,1,188
Queens,Bayside,40.76143,-73.76937,Entire home/apt,200,4,27,2019-06-30,1.11,1,215
Manhattan,Inwood,40.86702,-73.92519,Entire home/apt,110,2,15,2019-04-25,0.62,1,161
Brooklyn,Williamsburg,40.71233,-73.9586,Private room,80,5,6,2019-04-24,0.46,1,64
Brooklyn,Greenpoint,40.72591,-73.94826,Private room,77,2,15,2018-10-01,0.64,1,12
Queens,Astoria,40.77705,-73.93443,Private room,69,1,68,2019-06-22,2.72,1,51
Brooklyn,Bensonhurst,40.60658,-73.99738,Entire home/apt,113,3,69,2019-05-23,2.8,2,99
Manhattan,Upper West Side,40.7732,-73.98768,Entire home/apt,148,4,60,2019-06-22,2.42,1,320
Manhattan,Upper East Side,40.77713,-73.95277,Private room,75,1,9,2019-06-23,0.4,2,119
Manhattan,Upper West Side,40.79835,-73.97242,Private room,110,7,3,2019-06-03,0.13,1,321
Manhattan,Harlem,40.82319,-73.95103,Entire home/apt,122,4,16,2019-06-16,0.67,1,5
Queens,Ridgewood,40.70684,-73.89474,Entire home/apt,80,7,2,2019-01-03,0.11,1,190
Manhattan,Washington Heights,40.84492,-73.93673,Private room,60,2,3,2019-07-01,0.19,1,223
Queens,Ridgewood,40.69578,-73.90261,Private room,100,2,48,2019-07-01,1.96,2,174
Brooklyn,Carroll Gardens,40.67847,-73.99924,Entire home/apt,125,2,11,2019-07-01,0.45,1,26
Brooklyn,Red Hook,40.6799,-74.01147,Entire home/apt,90,7,3,2018-11-02,0.13,1,215
Manhattan,Murray Hill,40.74808,-73.98172,Entire home/apt,200,5,10,2019-07-03,1.41,1,52
Brooklyn,Bushwick,40.70565,-73.92492,Private room,70,2,10,2018-11-12,0.4,1,18
Brooklyn,Bushwick,40.69954,-73.93761,Entire home/apt,199,2,60,2019-06-30,2.47,1,37
Manhattan,Chelsea,40.74195,-74.00052,Entire home/apt,140,7,41,2019-06-15,1.66,1,13
Bronx,Morrisania,40.8329,-73.89608,Private room,60,5,4,2018-07-29,0.16,1,175
Brooklyn,Bedford-Stuyvesant,40.68153,-73.9538,Entire home/apt,200,7,8,2019-05-26,0.33,2,355
Queens,Astoria,40.77415,-73.93125,Private room,85,1,14,2018-12-29,0.76,2,6
Brooklyn,Bushwick,40.68471,-73.90906,Private room,60,2,27,2019-06-28,1.08,2,104
Queens,Neponsit,40.56931,-73.86122,Entire home/apt,274,2,34,2019-06-09,1.37,1,315
Brooklyn,Bedford-Stuyvesant,40.68358,-73.95458,Private room,65,3,27,2019-05-11,1.09,1,78
Brooklyn,Bedford-Stuyvesant,40.68203,-73.92472,Private room,100,2,13,2019-05-19,0.52,1,179
Manhattan,West Village,40.7316,-74.00212,Entire home/apt,210,5,53,2019-07-02,2.27,1,148
Manhattan,Harlem,40.82798,-73.95202,Entire home/apt,180,3,40,2019-05-19,1.69,1,65
Brooklyn,Greenpoint,40.72812,-73.95619,Entire home/apt,225,5,7,2019-01-01,0.29,1,4
Brooklyn,Williamsburg,40.70928,-73.94882,Private room,46,4,6,2018-11-22,0.41,1,7
Brooklyn,East New York,40.66906,-73.87805,Private room,55,7,15,2019-05-01,1.33,3,318
Manhattan,Gramercy,40.73408,-73.98163,Entire home/apt,225,3,39,2019-07-02,1.79,1,345
Brooklyn,Bedford-Stuyvesant,40.69454,-73.94868,Shared room,37,2,3,2019-01-01,0.13,3,343
Brooklyn,Park Slope,40.67027,-73.97874,Entire home/apt,226,2,57,2019-06-26,2.32,1,127
Brooklyn,Windsor Terrace,40.65193,-73.97743,Entire home/apt,300,3,1,2017-11-25,0.05,1,194
Brooklyn,East Flatbush,40.65042,-73.94842,Entire home/apt,225,1,6,2019-07-01,0.25,2,152
Manhattan,Lower East Side,40.71391,-73.98938,Private room,61,5,8,2019-04-23,0.65,3,50
Brooklyn,Williamsburg,40.71592,-73.9562,Private room,60,3,22,2019-06-07,0.88,1,46
Brooklyn,Clinton Hill,40.68664,-73.96286,Entire home/apt,212,5,11,2018-08-08,0.46,1,10
Manhattan,Chelsea,40.73996,-73.99987,Entire home/apt,200,3,3,2019-04-21,0.16,1,11
Brooklyn,Clinton Hill,40.68284,-73.96677,Entire home/apt,130,7,3,2018-09-02,0.13,1,189
Brooklyn,Greenpoint,40.72925,-73.95645,Entire home/apt,160,2,23,2019-07-05,0.94,1,30
Manhattan,Financial District,40.70716,-74.01036,Entire home/apt,210,1,8,2018-08-31,0.34,1,54
Manhattan,East Harlem,40.79031,-73.94688,Private room,113,1,12,2017-09-13,0.48,2,90
Manhattan,Roosevelt Island,40.76178,-73.94889,Private room,85,3,24,2019-05-26,1.13,2,190
Brooklyn,Williamsburg,40.70857,-73.94501,Private room,85,1,2,2017-09-18,0.09,2,64
Manhattan,East Harlem,40.79313,-73.94154,Entire home/apt,100,2,14,2019-06-30,1.22,1,36
Brooklyn,Bushwick,40.69905,-73.93831,Private room,65,2,39,2019-06-23,1.66,1,76
Manhattan,Morningside Heights,40.81237,-73.95985,Private room,80,1,39,2019-07-06,1.56,1,13
Brooklyn,Canarsie,40.64076,-73.88298,Entire home/apt,90,3,44,2019-06-26,1.82,1,126
Manhattan,Harlem,40.80979,-73.94289,Private room,200,3,2,2018-09-17,0.16,2,24
Brooklyn,Crown Heights,40.6746,-73.94652,Private room,80,1,5,2018-09-19,0.22,1,365
Brooklyn,Bedford-Stuyvesant,40.68523,-73.92738,Entire home/apt,139,4,61,2019-07-01,2.53,1,82
Brooklyn,South Slope,40.66242,-73.98103,Private room,60,5,10,2019-06-30,0.43,2,23
Brooklyn,Bushwick,40.69971,-73.93729,Entire home/apt,162,2,46,2019-06-25,1.92,1,19
Manhattan,Morningside Heights,40.80723,-73.96222,Private room,50,5,18,2019-06-16,0.72,1,157
Brooklyn,East Flatbush,40.6493,-73.94547,Private room,75,2,30,2019-07-07,1.21,1,104
Queens,Woodside,40.7432,-73.91238,Entire home/apt,50,1,28,2019-06-28,1.14,1,13
Queens,Long Island City,40.74509,-73.94904,Entire home/apt,120,5,4,2019-01-02,0.32,1,7
Brooklyn,Crown Heights,40.66891,-73.94605,Entire home/apt,150,3,23,2019-06-08,0.93,1,120
Brooklyn,Bedford-Stuyvesant,40.68627,-73.94106,Entire home/apt,130,2,24,2019-06-19,1.14,1,10
Bronx,Wakefield,40.90391,-73.85312,Entire home/apt,120,2,34,2019-06-22,1.42,1,77
Manhattan,Lower East Side,40.71992,-73.99251,Entire home/apt,300,5,6,2019-07-01,0.24,1,45
Brooklyn,Carroll Gardens,40.67811,-74.00102,Entire home/apt,160,2,52,2019-06-20,2.16,1,9
Manhattan,Chelsea,40.74625,-73.99911,Entire home/apt,185,5,17,2019-07-01,0.88,1,15
Manhattan,NoHo,40.7291,-73.99246,Entire home/apt,191,2,37,2019-05-19,1.5,1,5
Manhattan,East Village,40.72489,-73.98956,Entire home/apt,250,4,14,2019-05-24,0.58,1,16
Manhattan,Civic Center,40.71195,-74.00757,Entire home/apt,200,3,3,2019-04-15,0.13,1,19
Brooklyn,Williamsburg,40.71487,-73.94524,Private room,49,5,1,2019-02-26,0.23,1,33
Brooklyn,Bedford-Stuyvesant,40.68767,-73.95495,Private room,120,2,6,2019-06-05,0.91,1,52
Brooklyn,Williamsburg,40.71152,-73.93902,Private room,110,3,3,2018-01-03,0.14,2,269
Queens,Maspeth,40.73832,-73.90669,Private room,45,2,41,2019-07-01,1.68,1,154
Manhattan,Lower East Side,40.72034,-73.98617,Entire home/apt,140,2,20,2019-06-16,0.97,1,37
Manhattan,East Harlem,40.79179,-73.94506,Private room,89,3,21,2019-06-16,0.91,2,125
Brooklyn,Crown Heights,40.67398,-73.92787,Entire home/apt,124,2,65,2019-07-07,2.67,1,308
Manhattan,Harlem,40.8101,-73.94021,Private room,88,2,55,2019-06-23,2.24,1,208
Brooklyn,Bedford-Stuyvesant,40.6834,-73.92035,Private room,69,2,63,2019-06-29,2.53,2,102
Brooklyn,Williamsburg,40.71527,-73.95946,Entire home/apt,250,7,10,2019-05-30,0.43,1,83
Brooklyn,Crown Heights,40.6719,-73.93475,Private room,35,7,5,2019-03-29,0.25,1,36
Manhattan,Chelsea,40.7483,-74.00031,Entire home/apt,135,2,10,2018-09-03,0.41,1,5
Manhattan,East Harlem,40.79749,-73.93336,Private room,140,1,1,2017-12-10,0.05,2,177
Brooklyn,Williamsburg,40.71228,-73.9599,Private room,80,2,31,2019-06-15,1.26,2,5
Manhattan,Two Bridges,40.71109,-73.99616,Entire home/apt,145,6,42,2019-06-15,2.13,2,221
Manhattan,West Village,40.73247,-74.00335,Entire home/apt,225,2,54,2019-06-20,2.22,1,79
Queens,Kew Gardens Hills,40.73307,-73.81868,Entire home/apt,150,1,16,2019-06-28,0.81,1,178
Queens,Astoria,40.76488,-73.91813,Private room,166,1,8,2018-10-05,0.36,1,89
Queens,Long Island City,40.75132,-73.94236,Private room,135,3,17,2018-12-20,0.7,2,90
Brooklyn,Gowanus,40.67002,-73.99158,Entire home/apt,140,4,14,2018-11-14,0.58,1,8
Brooklyn,Bedford-Stuyvesant,40.69625,-73.94857,Shared room,37,2,1,2017-08-19,0.04,3,138
Manhattan,Upper East Side,40.77594,-73.94461,Private room,100,1,51,2019-06-02,2.11,1,172
Manhattan,Hell's Kitchen,40.76298,-73.99438,Private room,99,3,49,2019-06-25,1.98,1,216
Brooklyn,Williamsburg,40.7135,-73.94147,Entire home/apt,95,2,70,2019-06-21,2.9,2,22
Manhattan,Washington Heights,40.85063,-73.94315,Private room,48,2,53,2019-07-06,2.48,1,242
Manhattan,East Harlem,40.78565,-73.9436,Private room,100,2,10,2019-01-01,0.42,1,66
Manhattan,Upper East Side,40.76811,-73.95194,Entire home/apt,150,3,10,2019-05-02,0.54,2,89
Manhattan,Chelsea,40.74944,-73.99774,Private room,49,1,40,2019-06-09,1.63,1,43
Brooklyn,South Slope,40.66043,-73.98609,Entire home/apt,139,2,19,2019-05-05,0.78,1,93
Queens,South Ozone Park,40.67,-73.79232,Entire home/apt,85,4,55,2019-06-09,2.48,1,69
Brooklyn,Clinton Hill,40.68689,-73.95982,Entire home/apt,210,7,7,2019-05-25,0.3,1,50
Manhattan,East Village,40.72728,-73.98954,Private room,60,7,25,2019-05-26,1.1,2,42
Brooklyn,Bedford-Stuyvesant,40.68537,-73.9436,Private room,60,5,11,2019-06-19,0.47,3,56
Brooklyn,Williamsburg,40.70853,-73.95249,Entire home/apt,225,3,9,2019-06-30,0.37,1,2
Manhattan,Upper West Side,40.77727,-73.98127,Entire home/apt,250,3,23,2019-05-25,1.1,1,237
Brooklyn,Bedford-Stuyvesant,40.68776,-73.95379,Entire home/apt,60,3,16,2019-06-24,0.65,2,5
Brooklyn,Bedford-Stuyvesant,40.69844,-73.93921,Private room,62,1,47,2019-06-29,1.92,1,21
Manhattan,East Village,40.72901,-73.98621,Entire home/apt,250,2,22,2019-06-23,0.91,1,165
Brooklyn,Clinton Hill,40.68746,-73.96115,Entire home/apt,150,5,7,2019-01-02,0.38,1,14
Brooklyn,Fort Greene,40.69269,-73.97093,Entire home/apt,180,3,42,2019-07-01,1.91,1,73
Manhattan,Harlem,40.82716,-73.93953,Private room,85,1,29,2018-12-31,1.22,1,359
Brooklyn,Bay Ridge,40.62298,-74.02601,Entire home/apt,256,2,61,2019-07-01,2.52,1,166
Brooklyn,Williamsburg,40.71619,-73.96126,Private room,80,3,5,2019-01-06,0.36,1,13
Manhattan,Upper West Side,40.80232,-73.96977,Private room,135,3,23,2019-06-19,1.02,2,4
Manhattan,Washington Heights,40.84133,-73.93739,Shared room,50,1,21,2019-06-15,0.86,1,188
Manhattan,SoHo,40.72588,-74.00286,Entire home/apt,225,2,5,2019-06-30,0.55,1,30
Manhattan,East Harlem,40.78603,-73.95015,Private room,165,1,4,2018-09-16,0.18,1,179
Queens,Rego Park,40.7306,-73.85903,Entire home/apt,248,3,17,2019-06-04,0.73,1,262
Brooklyn,Bay Ridge,40.62913,-74.01946,Entire home/apt,150,1,48,2019-06-23,1.96,1,330
Brooklyn,Bedford-Stuyvesant,40.69129,-73.94659,Private room,89,2,27,2019-06-23,1.12,2,40
Manhattan,Murray Hill,40.74838,-73.98108,Entire home/apt,275,2,15,2019-03-17,0.65,1,5
Brooklyn,Bushwick,40.69063,-73.91784,Private room,100,3,2,2019-05-26,0.08,1,84
Manhattan,Upper West Side,40.77969,-73.98747,Entire home/apt,200,2,33,2019-06-09,1.36,1,250
Brooklyn,Bedford-Stuyvesant,40.69158,-73.94329,Entire home/apt,275,1,6,2019-06-30,0.58,2,213
Brooklyn,Sheepshead Bay,40.60614,-73.95374,Private room,50,1,24,2019-06-22,0.99,1,20
Brooklyn,Williamsburg,40.70533,-73.9295,Private room,79,3,4,2018-09-17,0.19,1,69
Manhattan,Kips Bay,40.74008,-73.97936,Entire home/apt,110,3,58,2019-06-30,2.49,1,26
Brooklyn,Prospect-Lefferts Gardens,40.65612,-73.9605,Entire home/apt,167,3,4,2019-01-02,0.19,1,326
Bronx,Concourse Village,40.83083,-73.91928,Private room,62,1,8,2019-06-05,0.67,1,175
Brooklyn,Greenpoint,40.72458,-73.95191,Entire home/apt,139,3,70,2019-06-21,2.9,1,178
Brooklyn,Canarsie,40.63801,-73.89845,Entire home/apt,200,3,7,2018-10-14,0.31,3,363
Brooklyn,Crown Heights,40.67324,-73.95028,Private room,43,6,5,2019-01-30,0.23,2,301
Brooklyn,Bedford-Stuyvesant,40.68268,-73.94548,Entire home/apt,95,4,33,2019-06-22,1.4,1,199
Brooklyn,Crown Heights,40.67313,-73.96254,Private room,100,1,8,2018-12-01,0.33,1,8
Manhattan,Upper West Side,40.80179,-73.96872,Entire home/apt,175,2,4,2019-07-01,0.16,1,142
Queens,Rockaway Beach,40.59046,-73.81481,Private room,150,2,29,2019-07-07,1.19,2,178
Queens,Rego Park,40.72885,-73.86759,Entire home/apt,49,7,23,2019-07-04,0.96,1,22
Manhattan,Chelsea,40.74794,-73.98927,Private room,140,2,2,2019-07-05,0.21,1,22
Manhattan,Harlem,40.82555,-73.94297,Private room,77,2,36,2019-06-16,1.49,1,116
Brooklyn,Williamsburg,40.71312,-73.94867,Entire home/apt,250,3,31,2019-06-01,1.27,1,13
Manhattan,Upper West Side,40.78413,-73.97779,Private room,94,2,65,2019-07-04,2.69,1,54
Manhattan,Upper East Side,40.76812,-73.95403,Private room,79,1,62,2019-05-26,2.58,2,258
Bronx,Fordham,40.86729,-73.89046,Private room,75,2,13,2019-05-19,0.57,1,364
Manhattan,Little Italy,40.71885,-73.99514,Private room,120,7,14,2018-12-13,0.62,1,64
Queens,Jackson Heights,40.75382,-73.88231,Entire home/apt,150,2,21,2019-07-02,1.07,1,288
Manhattan,East Village,40.72349,-73.98491,Entire home/apt,150,4,5,2019-07-02,0.27,1,8
Brooklyn,Downtown Brooklyn,40.69293,-73.98495,Private room,85,4,13,2018-10-29,0.54,1,5
Manhattan,Harlem,40.81232,-73.94112,Private room,45,7,1,2018-03-17,0.06,1,17
Queens,Jamaica,40.68121,-73.76869,Private room,60,1,22,2018-12-16,0.99,2,177
Brooklyn,Bushwick,40.70421,-73.91561,Entire home/apt,150,2,68,2019-06-16,2.85,2,263
Brooklyn,Prospect-Lefferts Gardens,40.65473,-73.96112,Entire home/apt,115,2,4,2019-05-19,0.36,2,86
Brooklyn,Crown Heights,40.67767,-73.9602,Shared room,59,1,44,2019-06-30,1.8,1,90
Brooklyn,Williamsburg,40.71548,-73.96236,Entire home/apt,110,3,3,2019-06-24,0.14,1,12
Manhattan,Harlem,40.82077,-73.94568,Private room,75,2,44,2019-06-30,1.91,3,77
Manhattan,Upper West Side,40.78526,-73.97633,Private room,175,1,8,2018-11-08,0.35,2,90
Brooklyn,Sunset Park,40.645,-74.00378,Private room,90,1,50,2019-06-26,2.07,1,43
Brooklyn,Greenpoint,40.72842,-73.9421,Private room,43,4,4,2019-06-26,0.34,1,3
Manhattan,Harlem,40.81974,-73.94457,Private room,120,4,31,2018-12-13,1.31,2,188
Manhattan,Washington Heights,40.85039,-73.93855,Private room,70,2,9,2018-04-06,0.37,1,8
Queens,Forest Hills,40.70838,-73.85156,Entire home/apt,105,2,60,2019-06-28,2.49,2,319
Manhattan,Hell's Kitchen,40.76223,-73.99458,Entire home/apt,163,6,25,2019-06-08,1.16,1,266
Brooklyn,Gowanus,40.67718,-73.98513,Entire home/apt,225,1,67,2019-06-29,2.98,2,350
Manhattan,Hell's Kitchen,40.76232,-73.99285,Private room,110,7,1,2018-01-24,0.06,1,99
Brooklyn,Cypress Hills,40.68244,-73.89489,Private room,29,1,51,2019-06-01,2.1,1,16
Bronx,Mott Haven,40.81133,-73.92356,Entire home/apt,100,5,13,2019-04-06,0.58,2,14
Queens,Forest Hills,40.71127,-73.84278,Private room,125,2,3,2018-10-10,0.13,3,364
Bronx,Morris Park,40.85152,-73.86121,Private room,39,1,57,2019-05-07,2.38,3,39
Queens,Fresh Meadows,40.73754,-73.7913,Private room,60,1,34,2019-07-03,1.42,3,335
Brooklyn,Bedford-Stuyvesant,40.69277,-73.94315,Private room,55,2,11,2018-09-29,0.47,1,5
Queens,Rockaway Beach,40.58573,-73.8137,Entire home/apt,142,2,11,2019-05-20,0.46,1,117
Brooklyn,Williamsburg,40.70492,-73.94258,Private room,42,3,8,2018-08-28,0.33,1,35
Queens,Queens Village,40.71833,-73.7507,Entire home/apt,125,2,49,2019-06-10,2.08,1,347
Manhattan,Midtown,40.76554,-73.98245,Private room,80,1,46,2019-06-25,1.93,1,6
Brooklyn,Williamsburg,40.70932,-73.93489,Private room,60,2,36,2019-07-06,1.96,2,52
Brooklyn,Bedford-Stuyvesant,40.68128,-73.93202,Entire home/apt,99,3,55,2019-06-02,2.48,1,74
Manhattan,Lower East Side,40.72113,-73.9849,Private room,125,2,52,2019-06-30,2.19,1,28
Brooklyn,Bedford-Stuyvesant,40.686,-73.94133,Private room,50,1,12,2019-06-27,0.52,1,39
Brooklyn,Bushwick,40.70126,-73.91396,Private room,55,3,2,2017-11-29,0.1,1,241
Brooklyn,Prospect-Lefferts Gardens,40.66116,-73.96166,Entire home/apt,70,1,3,2018-12-17,0.12,1,4
Brooklyn,Carroll Gardens,40.68188,-73.99438,Entire home/apt,135,4,49,2019-05-09,2.31,2,3
Manhattan,East Harlem,40.81661,-73.93471,Entire home/apt,150,2,60,2019-06-16,2.61,1,94
Manhattan,Upper East Side,40.76651,-73.95155,Entire home/apt,145,2,33,2019-06-29,2.55,1,267
Manhattan,Gramercy,40.73564,-73.98229,Entire home/apt,239,5,2,2018-01-02,0.08,3,266
Brooklyn,Bedford-Stuyvesant,40.68474,-73.91825,Entire home/apt,250,4,3,2017-09-17,0.13,1,333
Brooklyn,Bedford-Stuyvesant,40.67848,-73.91543,Entire home/apt,85,2,67,2019-06-23,2.85,2,171
Brooklyn,Boerum Hill,40.68807,-73.98161,Entire home/apt,170,2,21,2018-08-21,0.86,1,9
Brooklyn,East Flatbush,40.6458,-73.94586,Private room,50,1,8,2018-06-02,0.35,2,89
Queens,Jackson Heights,40.75091,-73.89304,Private room,62,2,55,2019-06-11,2.31,1,318
Brooklyn,Bushwick,40.69997,-73.91666,Private room,70,4,1,2017-08-21,0.04,1,55
Brooklyn,East Flatbush,40.65777,-73.91671,Entire home/apt,100,2,36,2019-06-16,1.57,1,56
Queens,Rockaway Beach,40.58891,-73.81578,Private room,110,1,34,2019-07-01,1.4,2,358
Bronx,Claremont Village,40.83561,-73.91108,Entire home/apt,58,3,59,2019-06-03,2.89,1,42
Queens,Sunnyside,40.74777,-73.91546,Private room,45,6,1,2019-05-10,0.5,1,14
Manhattan,Harlem,40.81113,-73.94113,Entire home/apt,150,2,21,2019-02-24,0.89,2,157
Brooklyn,Brooklyn Heights,40.69387,-73.99412,Entire home/apt,299,4,6,2018-12-31,0.27,1,27
Queens,Rockaway Beach,40.59093,-73.81238,Entire home/apt,140,2,9,2019-06-14,0.38,1,36
Manhattan,East Harlem,40.79626,-73.94429,Private room,67,2,28,2019-07-03,1.22,1,179
Manhattan,Upper East Side,40.76302,-73.96725,Entire home/apt,200,1,15,2019-06-21,0.69,3,351
Brooklyn,Williamsburg,40.70997,-73.94902,Private room,114,2,43,2019-06-11,1.82,2,114
Brooklyn,Prospect-Lefferts Gardens,40.66062,-73.96084,Entire home/apt,200,3,32,2019-06-28,1.37,1,317
Queens,Richmond Hill,40.70008,-73.83344,Private room,60,7,53,2019-06-28,2.24,1,335
Brooklyn,Crown Heights,40.67226,-73.92477,Private room,40,2,10,2018-10-19,0.41,1,22
Queens,Rockaway Beach,40.59106,-73.8113,Entire home/apt,108,4,20,2019-07-01,0.85,1,329
Brooklyn,Clinton Hill,40.68895,-73.96259,Entire home/apt,130,2,49,2019-06-21,2.3,1,211
Manhattan,Midtown,40.75568,-73.96798,Entire home/apt,79,6,8,2019-06-21,0.35,1,15
Brooklyn,Williamsburg,40.71581,-73.95423,Entire home/apt,146,2,40,2019-06-23,1.66,1,200
Bronx,City Island,40.85306,-73.78948,Entire home/apt,85,2,42,2019-07-06,1.76,1,168
Bronx,Morris Park,40.84932,-73.85883,Private room,35,3,4,2019-04-06,0.17,1,76
Manhattan,Upper East Side,40.78273,-73.95048,Private room,46,3,23,2019-07-06,0.96,1,12
Brooklyn,Bushwick,40.70152,-73.91148,Private room,50,1,16,2019-04-21,0.66,1,343
Brooklyn,Williamsburg,40.70496,-73.93122,Private room,65,2,20,2019-05-07,0.83,2,179
Queens,Long Island City,40.76363,-73.93033,Private room,48,5,52,2019-06-24,2.17,1,8
Manhattan,Harlem,40.82747,-73.94224,Private room,45,3,42,2019-06-03,1.78,2,252
Brooklyn,Greenpoint,40.73599,-73.95604,Entire home/apt,170,2,12,2019-06-24,0.53,1,3
Queens,Flushing,40.75183,-73.80665,Entire home/apt,139,2,36,2019-06-24,1.74,1,101
Brooklyn,Fort Greene,40.68633,-73.97164,Entire home/apt,180,2,15,2019-07-01,0.64,1,4
Manhattan,Chelsea,40.74204,-73.99899,Entire home/apt,275,3,20,2019-07-01,0.86,2,106
Manhattan,East Village,40.72295,-73.98487,Private room,95,3,23,2019-05-27,1.05,1,229
Manhattan,Harlem,40.82105,-73.94588,Entire home/apt,100,2,27,2019-06-09,1.15,1,1
Bronx,Clason Point,40.81699,-73.86741,Private room,80,1,2,2018-10-02,0.09,1,88
Staten Island,West Brighton,40.63291,-74.11777,Private room,83,2,5,2018-08-29,0.24,3,188
Queens,Rosedale,40.65766,-73.72838,Entire home/apt,60,1,57,2019-07-08,2.41,1,336
Brooklyn,Bushwick,40.68787,-73.91305,Private room,35,2,14,2019-06-27,0.66,1,16
Bronx,Kingsbridge,40.87896,-73.90674,Private room,75,2,40,2019-05-19,1.74,1,246
Brooklyn,Bensonhurst,40.612,-73.99573,Private room,57,3,3,2018-10-30,0.27,2,83
Manhattan,Chelsea,40.73881,-73.99741,Entire home/apt,200,2,24,2019-07-01,1.14,1,20
Queens,Ditmars Steinway,40.77148,-73.9138,Entire home/apt,170,2,56,2019-06-30,2.91,1,305
Brooklyn,Bedford-Stuyvesant,40.67964,-73.94987,Entire home/apt,200,2,36,2019-05-27,1.54,2,124
Brooklyn,Williamsburg,40.71262,-73.94156,Private room,60,2,1,2019-05-27,0.7,1,248
Queens,Middle Village,40.72267,-73.86997,Entire home/apt,140,3,35,2019-06-29,1.56,1,190
Manhattan,East Village,40.72759,-73.98466,Entire home/apt,150,2,28,2019-05-30,1.17,1,9
Brooklyn,Crown Heights,40.6758,-73.9401,Entire home/apt,127,4,56,2019-06-22,2.48,1,286
Brooklyn,Bedford-Stuyvesant,40.67921,-73.94283,Private room,110,3,20,2019-07-05,0.89,1,173
Brooklyn,Crown Heights,40.66756,-73.95812,Entire home/apt,100,3,12,2018-11-25,0.5,1,4
Queens,Woodhaven,40.68958,-73.85294,Private room,70,2,7,2017-10-16,0.3,1,65
Manhattan,Inwood,40.86437,-73.92347,Private room,65,2,2,2018-07-01,0.1,2,76
Queens,Arverne,40.5991,-73.79944,Private room,50,1,28,2019-06-22,1.23,3,251
Manhattan,Nolita,40.72361,-73.99467,Entire home/apt,300,7,14,2019-04-19,0.67,1,9
Manhattan,Harlem,40.81553,-73.94672,Private room,135,2,33,2019-06-02,1.4,1,75
Manhattan,Upper East Side,40.78207,-73.94717,Private room,72,3,21,2019-07-04,0.9,1,61
Brooklyn,Bedford-Stuyvesant,40.68695,-73.94858,Entire home/apt,150,2,69,2019-06-30,2.9,2,328
Manhattan,East Village,40.72818,-73.98925,Private room,95,2,1,2017-07-24,0.04,1,54
Manhattan,Washington Heights,40.84102,-73.93822,Entire home/apt,80,3,37,2019-06-30,1.55,1,28
Brooklyn,Crown Heights,40.66589,-73.95103,Entire home/apt,100,3,6,2019-01-20,0.25,1,250
Brooklyn,Williamsburg,40.7124,-73.96342,Entire home/apt,260,2,15,2019-05-23,0.68,1,88
Brooklyn,Bensonhurst,40.61889,-73.99895,Entire home/apt,99,3,28,2019-07-04,1.92,1,325
Brooklyn,Borough Park,40.64712,-73.99646,Private room,48,5,2,2019-05-03,0.19,1,214
Manhattan,Upper East Side,40.78072,-73.94726,Private room,135,4,5,2019-05-31,0.22,1,95
Brooklyn,East Flatbush,40.65614,-73.91754,Entire home/apt,103,3,35,2019-04-21,1.52,1,291
Queens,Queens Village,40.70969,-73.73133,Entire home/apt,110,2,20,2019-06-19,0.84,2,27
Manhattan,Harlem,40.82649,-73.94623,Private room,60,2,15,2019-05-31,0.66,1,95
Brooklyn,Williamsburg,40.70898,-73.96121,Private room,75,3,54,2019-06-30,2.24,2,96
Manhattan,Upper West Side,40.77509,-73.98159,Entire home/apt,187,3,7,2019-02-08,0.33,1,5
Brooklyn,East Flatbush,40.64377,-73.95085,Entire home/apt,160,3,53,2019-07-01,2.24,2,294
Brooklyn,Crown Heights,40.66611,-73.93708,Private room,90,2,38,2019-06-27,1.59,3,45
Queens,Astoria,40.75829,-73.91298,Entire home/apt,200,7,10,2017-12-17,0.45,3,247
Queens,Ridgewood,40.70801,-73.90928,Private room,48,3,50,2019-06-23,2.09,2,111
Brooklyn,Brownsville,40.66293,-73.91729,Private room,90,4,4,2019-01-01,0.2,3,89
Brooklyn,Williamsburg,40.71729,-73.9453,Private room,95,3,1,2017-07-27,0.04,1,67
Bronx,City Island,40.83914,-73.78158,Private room,80,1,6,2019-06-30,1.33,2,358
Queens,Kew Gardens,40.70847,-73.82961,Entire home/apt,150,6,3,2019-06-15,0.12,1,36
Manhattan,Harlem,40.81379,-73.94671,Entire home/apt,120,2,11,2018-09-09,0.46,1,128
